,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
5847,mushroom,8,6,mishroon,6,,mʌʃɹuːm,mɪshɹuːn
5848,music,5,6,mosip,5,,mjuːzɪk,mɑːsɪp
5849,musical,7,8,musopal,8,,mjuːzɪkəl,mjuːsɑːpəl
5850,musician,8,8,musocive,8,,mjuːzɪʃən,mjuːsəsɪv
5851,musketeer,9,8,muspeteen,8,,mʌskɪtɪɹ,mʌspɪtiːn
5852,Muslim,6,6,Mislum,6,,mʊzlɪm,mɪslʌm
5853,mustache,8,6,moutharse,7,,mʌstæʃ,maʊθɑːɹs
5854,mustang,7,6,mestong,6,,mʌstæŋ,mɛstɑːŋ
5855,mustard,7,7,mestark,7,,mʌstɚd,mɛstɑːɹk
5856,musty,5,5,mosty,5,,mʌsti,moʊsti
5857,mutate,6,6,mocate,5,,mjuːteɪt,mɑːkeɪt
5858,mutation,8,8,mutorion,9,,mjuːteɪʃən,mjuːtɔːɹiən
5859,mute,4,4,zute,4,,mjuːt,zjuːt
5860,mutilate,8,7,mutolale,8,,mjuːɾᵻleɪt,mjuːɾəleɪl
5861,mutilation,10,9,mutalotive,10,,mjuːɾɪleɪʃən,mjuːɾɐlɑːɾɪv
5862,mutiny,6,6,mutomy,7,,mjuːtɪni,mjuːɾəmi
5863,mutton,6,4,mullon,5,,mʌʔn̩,mʌlən
5864,mutual,6,7,mutiat,7,,mjuːtʃuːəl,mjuːʃɪæt
5865,muzzle,6,5,mueple,6,,mʌzəl,mjuːpəl
5866,mysterious,10,9,mystopious,9,,mɪstɪɹiəs,mɪstoʊpiəs
5867,mystery,7,7,mystemy,7,,mɪstɚɹi,mɪstəmi
5868,mystic,6,6,mustib,6,,mɪstɪk,mʌstɪb
5869,mystical,8,8,mystocan,8,,mɪstɪkəl,mɪstɑːkən
5870,mystify,7,7,mystopy,7,,mɪstᵻfaɪ,mɪstəpi
5871,mystique,8,6,mustitch,6,,mɪstiːk,mʌstɪtʃ
5872,myth,4,3,muth,3,,mɪθ,mʌθ
5873,mythological,12,11,mytholagoral,11,,mɪθəlɑːdʒɪkəl,mɪθəlæɡɚɹəl
5874,mythologist,11,10,mytherogize,9,,mɪθɑːlədʒɪst,mɪθɚɹɑːdʒaɪz
5875,mythology,9,8,mytherody,8,,mɪθɑːlədʒi,mɪθɚɹədi
5876,nab,3,3,nar,3,,næb,nɑːɹ
5877,nag,3,3,nig,3,,næɡ,nɪɡ
5878,nail,4,3,noin,3,,neɪl,nɔɪn
5879,naive,5,4,noine,4,,naɪiːv,nɔɪn
5880,naked,5,5,noker,5,,neɪkᵻd,noʊkɚ
5881,name,4,3,nace,3,,neɪm,neɪs
5882,nameless,8,6,nimeness,6,,neɪmləs,naɪmnəs
5883,nap,3,3,nop,3,,næp,nɑːp
5884,napkin,6,6,nopwin,6,,næpkɪn,nɑːpwɪn
5885,napoleon,8,8,napaloen,8,,nɐpoʊlɪən,neɪpɐloʊn
5886,narcotic,8,8,narmotic,8,,nɑːɹkɑːɾɪk,nɑːɹmɑːɾɪk
5887,narrate,7,5,nallate,5,,nɚɹeɪt,næleɪt
5888,narration,9,7,narrotoon,7,,nɚɹeɪʃən,næɹoʊtuːn
5889,narrative,9,7,narromave,7,,næɹətɪv,næɹəmeɪv
5890,narrator,8,7,narropor,7,,næɹeɪɾɚ,næɹɑːpɚ
5891,narrow,6,4,nattow,4,,næɹoʊ,næɾoʊ
5892,nasal,5,5,nosil,5,,neɪzəl,nɑːsəl
5893,nasty,5,5,nosty,5,,næsti,nɑːsti
5894,nation,6,5,notoon,5,,neɪʃən,nətuːn
5895,national,8,7,narionar,7,,næʃənəl,nɑːɹɹɪɑːnɑːɹ
5896,nationalism,11,11,natistalics,11,,næʃənəlɪzəm,næɾɪstælɪks
5897,nationality,11,10,nationolory,10,,næʃənælᵻɾi,neɪʃənɑːlɚɹi
5898,nationalization,15,13,nationolomalion,14,,næʃənəlᵻzeɪʃən,neɪʃənɑːləmæliən
5899,nationalize,11,9,natoonalase,9,,næʃənəlaɪz,nætuːnɐleɪz
5900,nationwide,10,8,natoonwade,8,,neɪʃənwaɪd,nætuːnweɪd
5901,native,6,5,notike,5,,neɪɾɪv,noʊɾaɪk
5902,nativity,8,8,natemiry,8,,nɐtɪvᵻɾi,neɪtmaɪɚɹi
5903,natural,7,7,natoril,7,,nætʃɚɹəl,næɾɔːɹəl
5904,naturalist,10,10,natoramise,9,,nætʃɚɹəlɪst,næɾɔːɹæmaɪz
5905,naturalistic,12,12,naturolitric,12,,nætʃɚɹəlɪstɪk,neɪtʃɚɹəlɪtɹɪk
5906,naturalization,14,13,naturilamotion,14,,nætʃɚɹəlᵻzeɪʃən,neɪtʃɚɹɪlɐmoʊʃən
5907,naturally,9,8,natorammy,8,,nætʃɚɹəli,næɾɔːɹæmi
5908,nature,6,5,nutare,6,,neɪtʃɚ,nuːɾɛɹ
5909,nausea,6,5,naurea,5,,nɔːsɪə,nɔːɹiə
5910,nauseate,8,6,nausoase,6,,nɔːsɪeɪt,nɔːsoʊs
5911,nautilus,8,7,nautolis,7,,nɔːɾɪləs,nɔːɾɑːliz
5912,naval,5,5,novil,5,,neɪvəl,nɑːvəl
5913,navigability,12,12,navigobalory,12,,nævɪɡəbɪlᵻɾi,nævɪɡɑːbɐlɚɹi
5914,navigate,8,7,navogale,7,,nævɪɡeɪt,nævəɡeɪl
5915,navigation,10,9,navidative,9,,nævɪɡeɪʃən,nævɪdətɪv
5916,navigator,9,9,navibapor,9,,nævɪɡeɪɾɚ,nævɪbæpɚ
5917,navy,4,4,nopy,4,,neɪvi,noʊpi
5918,nazi,4,5,noza,4,,nɑːtsi,noʊzə
5919,near,4,3,neam,3,,nɪɹ,niːm
5920,nearby,6,5,noorpy,5,,nɪɹbaɪ,nɔːɹpi
5921,nearing,7,5,nooring,5,,nɪɹɪŋ,nɔːɹɪŋ
5922,nearsighted,11,8,nearmighted,8,,nɪɹsaɪɾᵻd,nɪɹmaɪɾᵻd
5923,neat,4,3,noot,3,,niːt,nuːt
5924,necessarily,11,10,necessirony,10,,nɛsɪsɛɹᵻli,nɛsɪsaɪɚni
5925,necessary,9,8,necenlary,9,,nɛsᵻsɚɹi,nɛsənlɚɹi
5926,necessitate,11,9,necersulate,11,,nəsɛsɪteɪt,nɛsɚsjʊleɪt
5927,necessity,9,8,necirtimy,9,,nəsɛsɪɾi,nɛsɚtɪmi
5928,neck,4,3,nuck,3,,nɛk,nʌk
5929,neckband,8,7,nickbind,7,,nɛkbænd,nɪkbaɪnd
5930,necklace,8,6,nucklawn,6,,nɛkləs,nʌklɔːn
5931,nectar,6,6,nictor,6,,nɛktɚ,nɪktɚ
5932,nectarine,9,8,nectugane,8,,nɛktɑːɹɹiːn,nɛktuːɡeɪn
5933,need,4,3,nufe,3,,niːd,nuːf
5934,needle,6,4,nootle,5,,niːdəl,nuːɾəl
5935,needless,8,6,noonress,6,,niːdləs,nuːnɹɛs
5936,needs,5,4,neens,4,,niːdz,niːnz
5937,needy,5,4,noony,4,,niːdi,nuːni
5938,negate,6,5,nogade,5,,nᵻɡeɪt,nɑːɡeɪd
5939,negation,8,7,negotive,7,,nᵻɡeɪʃən,nᵻɡɑːɾɪv
5940,negative,8,7,negotire,8,,nɛɡətɪv,nᵻɡɑːɾaɪɚ
5941,neglect,7,7,noglert,7,,nᵻɡlɛkt,nɑːɡlɚt
5942,negligent,9,9,neglugint,9,,nɛɡlɪdʒənt,nɛɡluːdʒɪnt
5943,negligible,10,10,negrivitle,10,,nɛɡlɪdʒəbəl,nɛɡɹɪvɪɾəl
5944,negotiate,9,8,neloriaze,8,,nᵻɡoʊʃɪeɪt,nɛlɔːɹɪeɪz
5945,negotiation,11,10,negomiolion,11,,nᵻɡoʊʃɪeɪʃən,nɛɡoʊmɪoʊliən
5946,Negro,5,5,Nogra,5,,niːɡɹoʊ,nɑːɡɹə
5947,neighbor,8,5,neignpor,6,,neɪbɚ,neɪnpɚ
5948,neighboring,11,7,neighbuming,8,,neɪbɚɹɪŋ,neɪbjuːmɪŋ
5949,nephew,6,5,narfew,6,,nɛfjuː,nɑːɹfjuː
5950,nerve,5,4,horve,4,,nɜːv,hɔːɹv
5951,nervous,7,6,norvour,6,,nɜːvəs,nɔːɹvɚ
5952,nest,4,4,nust,4,,nɛst,nʌst
5953,net,3,3,ned,3,,nɛt,nɛd
5954,netting,7,5,nedding,5,,nɛɾɪŋ,nɛdɪŋ
5955,network,7,7,nelfork,7,,nɛtwɜːk,nɛlfɔːɹk
5956,neural,6,6,netsal,6,,nʊɹɹəl,nɛtsəl
5957,neurologist,11,11,neupolomist,11,,nʊɹɹɑːlədʒɪst,nuːpɑːləmɪst
5958,neurology,9,9,neupolomy,9,,nʊɹɹɑːlədʒi,nuːpɑːləmi
5959,neuron,6,6,netran,6,,nʊɹɹɑːn,nɛtɹæn
5960,neurotic,8,8,netratic,8,,nʊɹɹɑːɾɪk,nɛtɹæɾɪk
5961,neuter,6,6,neafer,5,,nuːɾɚ,niːfɚ
5962,neutral,7,7,neiprol,6,,nuːtɹəl,niːpɹɑːl
5963,neutrality,10,10,neutracidy,10,,nuːtɹælᵻɾi,nuːtɹɐsɪdi
5964,neutralization,14,13,neutraloramion,14,,nuːtɹəlᵻzeɪʃən,nuːtɹɐlɔːɹæmiən
5965,neutralize,10,9,neutrolase,9,,nuːtɹəlaɪz,nuːtɹəleɪz
5966,neutron,7,7,nemtrok,7,,nuːtɹɑːn,nɛmtɹɑːk
5967,newfound,8,7,neclound,7,,nuːfaʊnd,nɛklaʊnd
5968,newly,5,5,nerpy,5,,nuːli,nɜːpi
5969,newness,7,6,nebless,6,,nuːnəs,nɛbləs
5970,news,4,4,nems,4,,nuːz,nɛmz
5971,newspaper,9,9,newspopar,9,,nuːzpeɪpɚ,nuːzpəpɑːɹ
5972,newsprint,9,9,nowsprink,8,,nuːzpɹɪnt,noʊspɹɪŋk
5973,next,4,5,nerg,4,,nɛkst,nɜːɡ
5974,nibble,6,5,nimmle,5,,nɪbəl,nɪməl
5975,nice,4,3,jice,3,,naɪs,dʒaɪs
5976,niche,5,3,ninse,4,,nɪtʃ,nɪns
5977,nick,4,3,nink,4,,nɪk,nɪŋk
5978,nickel,6,5,nocken,5,,nɪkəl,nɑːkən
5979,nickname,8,6,nicknale,6,,nɪkneɪm,nɪkneɪl
5980,nicotine,8,7,nicafane,7,,nɪkətiːn,nɪkɐfeɪn
5981,niece,5,3,niege,4,,niːs,niːdʒ
5982,nifty,5,5,nofty,5,,nɪfti,nɔfti
5983,Nigerian,8,8,Nigolion,8,,naɪdʒiəɹɪən,nɪɡoʊliən
5984,nightcap,8,6,nirthcat,7,,naɪtkæp,nɜːθkæt
5985,nightgown,9,6,nirthgawn,7,,naɪtɡaʊn,nɜːθɡɔːn
5986,nightingale,11,7,nightongare,8,,naɪɾɪŋɡeɪl,naɪɾəŋɡɛɹ
5987,nightly,7,5,nirthly,6,,naɪtli,nɜːθli
5988,nighttime,9,6,nirthtive,7,,naɪttaɪm,nɜːθtɪv
5989,nimble,6,6,numple,6,,nɪmbəl,nʌmpəl
5990,nine,4,3,ning,3,,naɪn,nɪŋ
5991,nineteen,8,6,noneboon,6,,naɪntiːn,nɑːnɛbuːn
5992,ninety,6,5,nonety,5,,naɪnti,nɑːnɛɾi
5993,ninth,5,4,nidth,4,,naɪnθ,nɪdθ
5994,nip,3,3,noodge,3,,nɪp,nuːdʒ
5995,nipple,6,5,nizzle,5,,nɪpəl,nɪzəl
5996,nippy,5,4,nizzy,4,,nɪpi,nɪzi
5997,nitrate,7,6,notrame,6,,naɪtɹeɪt,nɑːtɹeɪm
5998,nitrogen,8,8,nitrugin,8,,naɪtɹədʒən,naɪtɹuːdʒɪn
5999,nitwit,6,6,nimcit,6,,nɪtwɪt,nɪmsɪt
6000,nobility,8,8,nofilicy,8,,noʊbɪlᵻɾi,nɑːfɪlɪsi
6001,noble,5,5,nugle,5,,noʊbəl,nʌɡəl
6002,nobleman,8,8,nopleran,8,,noʊbəlmən,nɑːplɚɹən
6003,nobody,6,6,nobory,6,,noʊbɑːdi,nɑːbɚɹi
6004,nocturnal,9,8,noctormal,9,,nɑːktɜːnəl,nɑːktɔːɹməl
6005,nod,3,3,nad,3,,nɑːd,næd
6006,node,4,3,nade,3,,noʊd,neɪd
6007,noel,4,4,naol,4,,noʊl,neɪɑːl
6008,noise,5,3,noits,4,,nɔɪz,nɔɪts
6009,noisy,5,4,naisy,4,,nɔɪzi,neɪzi
6010,nomad,5,5,namid,5,,noʊmæd,næmɪd
6011,nomadic,7,7,nomidec,7,,noʊmædɪk,nɑːmaɪdək
6012,nominate,8,7,nomonare,7,,nɑːmᵻneɪt,nɑːmənɛɹ
6013,nomination,10,9,nomirative,9,,nɑːmᵻneɪʃən,nɑːmɚɹətɪv
6014,nominative,10,9,nomiratics,10,,nɑːmɪnətɪv,nɑːmɚɹæɾɪks
6015,nominee,7,6,nomoree,6,,nɑːmɪniː,nɑːmɔːɹiː
6016,nonchalant,10,9,nonchomant,9,,nɑːnʃəlɑːnt,nɑːntʃɑːmənt
6017,noncommittal,12,9,noncolmindal,12,,nɑːŋkəmɪɾəl,nɑːŋkɑːlmaɪndəl
6018,nonconductor,12,12,noncoldicpor,12,,nɑːŋkəndʌktɚ,nɑːŋkoʊldɪkpɚ
6019,nonconformist,13,13,noncorfirmics,13,,nɑːŋkənfɔːɹmɪst,nɑːŋkɔːɹfɜːmɪks
6020,noncooperation,14,13,noncoogarolion,14,,nɑːŋkoʊɑːpɚɹeɪʃən,nɑːŋkuːɡɚɹoʊliən
6021,none,4,3,nove,3,,nʌn,noʊv
6022,nonetheless,11,8,nonethoness,8,,nʌnðəlɛs,nɑːniːθoʊnəs
6023,nonmetal,8,7,nonmaten,8,,nɑːnmɛɾəl,nɑːnmeɪʔn̩
6024,nonmetallic,11,10,nonmicallis,10,,nɑːnmətælɪk,nɑːnmɪkæliz
6025,nonprofit,9,9,nonprefid,9,,nɑːnpɹɑːfɪt,nɑːnpɹɪfɪd
6026,nonresident,11,11,nondesipent,11,,nɑːnɹɛzᵻdənt,nɑːndɪzaɪpənt
6027,nonresistance,13,12,nonrosuspance,12,,nɑːnɹᵻsɪstəns,nɑːnɹɑːsʌspəns
6028,nonrestrictive,14,13,nondestractize,13,,nɑːnɹᵻstɹɪktɪv,nɑːndᵻstɹæktaɪz
6029,nonsense,8,7,nunserse,7,,nɑːnsəns,nʌnsɜːs
6030,nonstop,7,7,nunstap,7,,nɑːnstɑːp,nʌnstæp
6031,nonsupport,10,9,nonsippark,9,,nɑːnsəpɔːɹt,nɑːnsɪpɑːɹk
6032,noodle,6,4,neemle,5,,nuːdəl,niːməl
6033,noon,4,3,noop,3,,nuːn,nuːp
6034,noose,5,3,nouse,3,,nuːs,naʊs
6035,normal,6,6,nardal,6,,nɔːɹməl,nɑːɹdəl
6036,normality,9,9,norcalimy,9,,nɔːɹmælᵻɾi,nɔːɹkɐlɪmi
6037,normalize,9,8,normarase,8,,nɔːɹməlaɪz,nɔːɹmɐɹeɪz
6038,normally,8,7,normaffy,7,,nɔːɹməli,nɔːɹmæfi
6039,north,5,4,noith,3,,nɔːɹθ,nɔɪθ
6040,northeast,9,7,nirtheart,7,,nɔːɹθiːst,nɜːthɑːɹt
6041,northward,9,8,nirthwark,8,,nɔːɹθwɚd,nɜːθwɔːɹk
6042,northwest,9,8,nirthwist,8,,nɔːɹθwɛst,nɜːθwɪst
6043,Norwegian,9,8,Norworian,9,,nɔːɹwiːdʒən,nɔːɹwɔːɹiən
6044,nose,4,3,noke,3,,noʊz,noʊk
6045,nostalgia,9,8,nostolmia,9,,nəstældʒə,nəstɑːlmiə
6046,nostril,7,7,nuspril,8,,nɑːstɹəl,nʌspɹəl
6047,nosy,4,4,nisy,4,,noʊzi,naɪsi
6048,notability,10,10,notabalomy,10,,noʊɾəbɪlᵻɾi,noʊɾɐbæləmi
6049,notable,7,7,notomle,7,,noʊɾəbəl,nɑːɾɑːməl
6050,notarize,8,7,notoraze,7,,noʊɾɚɹaɪz,noʊɾɔːɹeɪz
6051,notation,8,7,nototive,7,,noʊteɪʃən,nɑːɾətɪv
6052,note,4,3,nont,4,,noʊt,nɔnt
6053,noted,5,5,naten,5,,noʊɾᵻd,neɪʔn̩
6054,noteworthy,10,8,notewarphy,8,,noʊtwɜːði,noʊtwɔːɹfi
6055,nothing,7,5,nathing,5,,nʌθɪŋ,neɪðɪŋ
6056,notice,6,5,natide,5,,noʊɾɪs,næɾaɪd
6057,notification,12,11,notiforalion,12,,noʊɾɪfɪkeɪʃən,noʊɾɪfɔːɹæliən
6058,notify,6,6,notopy,6,,noʊɾᵻfaɪ,nɑːɾəpi
6059,notion,6,5,narion,6,,noʊʃən,nɑːɹɹiən
6060,notorious,9,8,notupious,8,,noʊtɔːɹiəs,nətuːpiəs
6061,notoriously,11,10,notemiousdy,10,,noʊtɔːɹiəsli,noʊtmiəsdi
6062,noun,4,3,nein,3,,naʊn,niːn
6063,nourish,7,5,noudish,5,,nɜːɹɪʃ,naʊdɪʃ
6064,novel,5,5,niver,5,,nɑːvəl,naɪvɚ
6065,novelty,7,7,novolry,7,,nɑːvəlɾi,nɑːvɑːlɹi
6066,November,8,8,Novimper,8,,noʊvɛmbɚ,nɑːvɪmpɚ
6067,novice,6,5,nivide,5,,nɑːvɪs,nɪvaɪd
6068,noxious,7,6,naxious,7,,nɑːkʃəs,nækʃəs
6069,nozzle,6,5,nottle,5,,nɑːzəl,nɑːɾəl
6070,nuclear,7,8,nubloar,8,,nuːklɪɹ,nʌblɔːɹ
6071,nucleus,7,8,nuclois,8,,nuːklɪəs,nuːklwɑː
6072,nude,4,4,nume,4,,nuːd,nuːm
6073,nudge,5,3,nedge,3,,nʌdʒ,nɛdʒ
6074,nudism,6,8,nirism,7,,nuːdɪzəm,naɪɚɹɪzəm
6075,nudist,6,7,nulisk,7,,nuːdɪst,nuːlɪsk
6076,nudity,6,7,nudory,7,,nuːdᵻɾi,nuːdɚɹi
6077,nugget,6,5,nukket,5,,nʌɡɪt,nʌkɪt
6078,nuisance,8,7,noidance,6,,nuːsəns,nɔɪdəns
6079,nullification,13,11,nulliforalion,12,,nʌlɪfɪkeɪʃən,nʌlɪfɔːɹæliən
6080,nullify,7,6,nullory,6,,nʌlᵻfaɪ,nʌlɚɹi
6081,numb,4,3,nurl,4,,nʌm,nɜːl
6082,number,6,6,nimbar,6,,nʌmbɚ,nɪmbɑːɹ
6083,numerable,9,10,numoraple,10,,nuːmɚɹəbəl,nuːmɔːɹæpəl
6084,numeral,7,8,numoran,8,,nuːmɚɹəl,nuːmɔːɹən
6085,numerate,8,8,numorase,8,,nuːmɚɹeɪt,nuːmɔːɹeɪz
6086,numerical,9,10,nucerital,10,,nuːmɛɹɪkəl,nuːsɚɹɪɾəl
6087,numerous,8,8,numobous,8,,nuːmɚɹəs,nuːmɑːbəs
6088,numskull,8,7,nimskall,7,,nʌmskʌl,nɪmskɔːl
6089,nurse,5,4,nunge,4,,nɜːs,nʌndʒ
6090,nursery,7,7,nurseny,7,,nɜːsɚɹi,nɜːsni
6091,nurture,7,6,nartude,7,,nɜːtʃɚ,nɑːɹɾuːd
6092,nut,3,3,nooth,3,,nʌt,nuːθ
6093,nutrient,8,9,nutroert,9,,njuːtɹiənt,nʌtɹoʊɚt
6094,nutrition,9,9,nutrotive,9,,njuːtɹɪʃən,nʌtɹətɪv
6095,nuts,4,4,nups,4,,nʌts,nʌps
6096,nutshell,8,5,nurshill,6,,nʌtʃɛl,nɜːshɪl
6097,nutty,5,4,nuddy,4,,nʌɾi,nʌdi
6098,nylon,5,5,nolin,5,,naɪlɑːn,nɑːlɪn
6099,nylons,6,6,nolins,6,,naɪlɑːnz,nɑːlɪnz
6100,nymph,5,4,nyarn,5,,nɪmf,njɑːɹn
6101,oak,3,2,ook,2,,oʊk,uːk
6102,oasis,5,5,oamis,5,,oʊeɪsɪs,oʊmiz
6103,oat,3,2,oot,2,,oʊt,uːt
6104,oath,4,2,ooth,2,,oʊθ,uːθ
6105,oatmeal,7,5,ootmeat,5,,oʊtmiəl,uːtmiːt
6106,obedient,8,8,obarient,8,,oʊbiːdiənt,oʊbɑːɹɹiənt
6107,obese,5,4,obede,4,,oʊbiːz,oʊbɛd
6108,obey,4,3,obuy,3,,oʊbeɪ,ɑːbaɪ
6109,obituary,8,9,obitoany,8,,oʊbɪtʃuːɛɹi,ɑːbaɪtoʊni
6110,object,6,6,orjert,6,,ɑːbdʒɛkt,ɔːɹdʒɚt
6111,objective,9,8,objictave,8,,ɑːbdʒɛktɪv,ɑːbdʒɪkteɪv
6112,objectivity,11,11,objectavony,11,,ɑːbdʒɪktɪvᵻɾi,ɑːbdʒɛktɐvəni
6113,obligate,8,7,oblugale,7,,ɑːblᵻɡeɪt,əbluːɡeɪl
6114,obligation,10,9,obdisative,9,,ɑːblɪɡeɪʃən,ɑːbdɪsətɪv
6115,oblige,6,5,obluge,5,,əblaɪdʒ,əbluːdʒ
6116,oblique,7,5,oplutch,5,,oʊbliːk,ɑːplʌtʃ
6117,oblivion,8,8,oblirion,8,,əblɪviən,əblɪɹiən
6118,obnoxious,9,8,obnaxious,9,,ɑːbnɑːkʃəs,ɑːbnækʃəs
6119,obscene,7,5,opscone,6,,əbsiːn,ɑːpskoʊn
6120,obscure,7,7,opscore,6,,əbskjʊɹ,ɑːpskɔːɹ
6121,observable,10,10,observatle,10,,əbzɜːvəbəl,əbzɜːvæɾəl
6122,observation,11,10,obverdative,10,,ɑːbzɚveɪʃən,ɑːbvɚdətɪv
6123,observatory,11,11,observotamy,11,,əbzɜːvətɔːɹi,əbzɜːvətæmi
6124,observe,7,6,opsarve,6,,əbzɜːv,ɑːpsɑːɹv
6125,obsess,6,5,opsuss,5,,əbsɛs,ɑːpsʌs
6126,obsession,9,7,obsellion,8,,əbsɛʃən,əbsɛliən
6127,obsolete,8,7,obsulere,8,,ɑːbsəliːt,əbsuːlɚ
6128,obstacle,8,8,obstomle,8,,ɑːbstəkəl,əbstɑːməl
6129,obstetrician,12,11,obstatronian,12,,ɑːbstɪtɹɪʃən,ɑːbstɐtɹoʊniən
6130,obstruct,8,8,opstrict,8,,əbstɹʌkt,ɑːpstɹɪkt
6131,obtain,6,5,optail,5,,əbteɪn,ɑːptɪl
6132,obvious,7,6,obmious,6,,ɑːbviəs,ɑːbmiəs
6133,occasion,8,6,occosive,6,,əkeɪʒən,ɑːkoʊsɪv
6134,occasional,10,7,occusionar,9,,əkeɪʒənəl,ɑːkjuːʒənɑːɹ
6135,occupancy,9,9,ocrubanty,9,,ɑːkjʊpənsi,ɑːkɹuːbənti
6136,occupation,10,9,occiputive,8,,ɑːkjʊpeɪʃən,ɑːksɪpjuːɾɪv
6137,occupy,6,6,occory,5,,ɑːkjʊpaɪ,ɑːkɚɹi
6138,occur,5,4,ottur,4,,əkɜː,ɑːɾəɚ
6139,occurrence,10,7,occuddence,8,,əkɜːɹəns,ɑːkʌdəns
6140,ocean,5,4,oceal,4,,oʊʃən,oʊsəl
6141,oceangoing,10,8,oteurdoing,8,,oʊʃəŋɡoʊɪŋ,oʊtɜːdoʊɪŋ
6142,oceanic,7,7,ocoarid,7,,oʊʃɪænɪk,ɑːkɔːɹɪd
6143,octagon,7,7,octogin,7,,ɑːktæɡən,ɑːktədʒɪn
6144,octagonal,9,8,ocrepotal,9,,ɑːktɐɡənəl,ɑːkɹɪpɑːɾəl
6145,octave,6,5,ortade,5,,ɑːktɪv,ɔːɹɾeɪd
6146,October,7,7,Octumer,8,,ɑːktoʊbɚ,ɑːktuːmɚ
6147,octopus,7,7,octupis,7,,ɑːktəpəs,ɑːktuːpiz
6148,odd,3,2,oif,2,,ɑːd,ɔɪf
6149,oddity,6,5,oddeky,5,,ɑːdᵻɾi,ɑːdɛki
6150,odds,4,3,jodds,4,,ɑːdz,dʒɑːdz
6151,odor,4,4,obor,4,,oʊdɚ,ɑːbɚ
6152,odyssey,7,5,odossay,5,,ɑːdɪsi,oʊdəseɪ
6153,off,3,2,oss,2,,ɔf,ɑːs
6154,offbeat,7,5,ossboat,5,,ɔfbiːt,ɑːsboʊt
6155,offend,6,5,ossend,5,,əfɛnd,ɑːsɛnd
6156,offense,7,5,ossense,5,,əfɛns,ɑːsɛns
6157,offensive,9,7,offunsave,7,,əfɛnsɪv,ɔfənseɪv
6158,offer,5,4,osser,4,,ɔfɚ,ɑːsɚ
6159,offering,8,6,offeming,6,,ɔfɚɹɪŋ,ɔfiːmɪŋ
6160,offhand,7,6,ollhack,5,,ɔfhænd,ɑːlhæk
6161,office,6,4,ossice,4,,ɑːfɪs,ɑːsɪs
6162,officer,7,6,offocen,6,,ɑːfɪsɚ,ɔfəsən
6163,official,8,6,offocion,7,,əfɪʃəl,ɔfəʃən
6164,officiate,9,7,ofriliase,8,,əfɪʃɪeɪt,ɑːfɹɪlɪeɪs
6165,offset,6,5,ossnet,5,,ɔfsɛt,ɑːsnɪt
6166,oil,3,2,oin,2,,ɔɪl,ɔɪn
6167,oink,4,3,oint,3,,ɔɪŋk,ɔɪnt
6168,ointment,8,7,otchmint,6,,ɔɪntmənt,ɑːtʃmɪnt
6169,okay,4,3,okoy,3,,oʊkeɪ,ɑːkɔɪ
6170,old,3,3,ord,3,,oʊld,ɔːɹd
6171,olive,5,4,osild,5,,ɑːlɪv,ɑːsɪld
6172,omelet,6,6,omorette,6,,ɑːmlət,ɑːmɔːɹɛt
6173,omen,4,4,omoon,4,,oʊmɛn,ɑːmuːn
6174,ominous,7,6,omonius,7,,ɑːmɪnəs,ɑːmoʊnɪəs
6175,omit,4,4,omut,4,,oʊmɪt,ɑːmʌt
6176,once,4,4,odge,2,,wʌns,ɑːdʒ
6177,oncoming,8,7,oncaming,7,,ɑːŋkʌmɪŋ,ɑːŋkeɪmɪŋ
6178,one,3,3,ove,2,,wʌn,oʊv
6179,ongoing,7,6,onguing,7,,ɑːŋɡoʊɪŋ,ɑːŋɪŋ
6180,onion,5,5,omiom,5,,ʌniən,oʊmɪəm
6181,onions,6,6,omiols,6,,ʌniənz,oʊmɪɑːlz
6182,onlooker,8,7,onleeker,7,,ɑːnlʊkɚ,ɑːnliːkɚ
6183,onward,6,6,omwart,6,,ɑːnwɚd,ɑːmwɔːɹt
6184,ooze,4,2,ooge,2,,uːz,uːdʒ
6185,opal,4,4,opil,4,,oʊpəl,ɑːpəl
6186,opaque,6,4,opique,4,,oʊpeɪk,ɑːpiːk
6187,open,4,4,opang,4,,oʊpən,ɑːpæŋ
6188,opener,6,6,opiner,6,,oʊpənɚ,ɑːpɪnɚ
6189,openhanded,10,10,opinlanden,10,,oʊpənhændᵻd,ɑːpɪnləndən
6190,opening,7,6,opering,6,,oʊpənɪŋ,ɑːpɚɹɪŋ
6191,opera,5,5,oparo,5,,ɑːpɚɹə,ɑːpæɹoʊ
6192,operable,8,8,opetanle,8,,ɑːpɚɹəbəl,oʊptænəl
6193,operate,7,6,oporale,6,,ɑːpɚɹeɪt,ɑːpɔːɹeɪl
6194,operation,9,8,opetative,8,,ɑːpɚɹeɪʃən,oʊptətɪv
6195,operative,9,8,operotics,9,,ɑːpɚɹətɪv,ɑːpɚɹɑːɾɪks
6196,opinion,7,7,opunion,7,,əpɪniən,ɑːpjuːniən
6197,opium,5,5,opaim,4,,oʊpiəm,ɑːpeɪm
6198,opponent,8,7,oppurent,7,,əpoʊnənt,ɑːpjʊɹɹənt
6199,opportune,9,8,oppurtane,7,,ɑːpɚtuːn,ɑːpɚteɪn
6200,oppose,6,4,obbose,4,,əpoʊz,ɑːboʊs
